,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,target_cls,target_reg
13928,9,14,8,8,4,9,6,3,8,9,4,7,5,8,5,9,25.12,10.0,9.38,34.8,24,9.789999999999997
13929,4,9,5,6,7,7,8,3,4,7,6,8,6,9,7,5,15.700000000000001,5.0,6.03,33.3,18,9.07
13930,6,9,6,7,4,3,9,1,6,10,11,7,1,11,3,5,18.84,7.5,6.03,12.899999999999999,25,8.589999999999998
13931,1,0,1,1,0,12,3,6,3,13,5,11,0,7,0,8,3.14,3.75,0.0,61.199999999999996,10,3.2899999999999996
13932,6,9,9,7,7,9,7,4,6,10,3,7,3,6,4,11,28.26,7.5,6.03,43.5,18,8.31
13933,5,8,5,6,2,3,11,3,4,10,11,7,2,10,1,8,15.700000000000001,5.0,5.36,33.0,22,7.729999999999999
13934,5,9,6,7,5,6,8,9,8,7,5,7,2,8,9,9,18.84,10.0,6.03,94.5,2,8.45
13935,2,7,3,4,1,7,7,4,4,7,6,8,3,8,4,8,9.42,5.0,4.69,42.9,24,5.969999999999999
13936,4,6,6,4,5,8,8,6,7,7,6,6,6,8,3,8,18.84,8.75,4.0200000000000005,62.99999999999999,8,7.359999999999999
13937,3,2,4,3,2,6,12,3,7,8,11,7,2,11,1,7,12.56,8.75,1.34,31.2,20,6.870000000000001
13938,2,3,3,2,1,7,9,3,4,13,5,4,0,9,2,9,9.42,5.0,2.0100000000000002,31.499999999999996,16,4.299999999999999
13939,3,4,4,3,2,4,10,2,7,10,10,6,2,11,4,3,12.56,8.75,2.68,21.599999999999998,25,6.629999999999999
13940,7,10,9,8,9,9,7,6,5,6,7,6,11,8,4,5,28.26,6.25,6.7,64.19999999999999,13,10.79
13941,4,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,12.56,2.5,3.35,144.29999999999998,14,6.639999999999999
13942,3,7,4,5,3,8,7,8,5,7,6,9,2,8,3,8,12.56,6.25,4.69,83.69999999999999,15,6.709999999999999
13943,3,7,4,5,1,1,12,5,5,12,11,8,0,8,2,6,12.56,6.25,4.69,53.1,6,6.4
13944,9,13,9,7,6,11,6,3,4,12,4,6,5,9,6,9,28.26,5.0,8.71,34.5,16,10.419999999999998
13945,3,6,4,4,3,9,10,2,2,6,9,8,6,11,1,8,12.56,2.5,4.0200000000000005,22.2,23,8.13
13946,2,2,2,3,2,7,8,4,2,8,8,9,2,9,4,8,6.28,2.5,1.34,41.4,17,5.83
13947,6,9,8,7,7,6,7,5,5,7,6,8,6,7,7,11,25.12,6.25,6.03,53.7,8,9.27
13948,10,14,8,8,5,8,8,5,4,9,6,6,4,9,9,8,25.12,5.0,9.38,55.2,7,11.08
13949,4,8,5,6,3,6,7,6,6,10,8,10,2,9,4,9,15.700000000000001,7.5,5.36,63.599999999999994,7,7.74
13950,14,15,14,8,7,6,10,5,5,4,4,11,11,13,2,8,43.96,6.25,10.05,55.5,13,13.879999999999999
13951,5,11,6,8,4,8,7,12,2,6,9,8,9,6,0,8,18.84,2.5,7.37,125.69999999999999,13,8.75
13952,4,8,6,6,5,6,8,6,5,9,7,4,2,10,4,7,18.84,6.25,5.36,63.599999999999994,16,7.499999999999998
13953,2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8,9.42,16.25,4.0200000000000005,32.4,26,6.08
13954,4,9,6,7,9,9,6,4,4,6,7,7,9,8,5,7,18.84,5.0,6.03,43.5,21,9.49
13955,2,3,3,1,1,8,8,2,7,10,6,7,1,9,4,8,9.42,8.75,2.0100000000000002,21.299999999999997,19,5.129999999999999
13956,2,9,3,6,1,11,3,10,3,12,7,13,1,6,0,8,9.42,3.75,6.03,104.7,10,6.139999999999999
13957,1,1,1,1,0,12,3,6,4,13,4,11,0,7,0,8,3.14,5.0,0.67,61.49999999999999,10,3.27
13958,6,7,8,6,9,8,6,5,5,7,6,8,8,10,7,4,25.12,6.25,4.69,53.1,22,10.050000000000004
13959,2,3,2,1,1,5,12,3,2,9,10,7,2,11,1,8,6.28,2.5,2.0100000000000002,31.499999999999996,22,5.82
13960,7,10,5,6,2,5,10,5,8,11,8,9,2,8,5,8,15.700000000000001,10.0,6.7,54.0,3,8.53
13961,8,11,9,8,6,4,8,6,8,9,7,9,7,9,6,1,28.26,10.0,7.37,64.5,21,10.479999999999999
13962,3,10,5,7,4,7,11,2,3,5,11,9,2,11,1,8,15.700000000000001,3.75,6.7,23.4,22,9.180000000000001
13963,6,11,8,8,12,8,7,5,4,7,7,7,8,10,10,10,25.12,5.0,7.37,54.3,2,11.89
13964,1,0,2,1,0,8,7,6,3,6,6,9,2,8,3,8,6.28,3.75,0.0,61.199999999999996,17,4.210000000000001
13965,4,10,4,7,3,1,12,4,4,11,10,8,0,8,2,6,12.56,5.0,6.7,43.8,6,7.359999999999999
13966,5,5,6,7,7,8,8,3,2,7,8,7,5,10,5,5,18.84,2.5,3.35,32.099999999999994,16,9.079999999999998
13967,6,7,8,9,7,7,8,4,7,6,7,7,3,10,9,9,25.12,8.75,4.69,42.9,10,10.13
13968,6,7,8,5,6,6,7,3,4,9,8,9,8,6,3,8,25.12,5.0,4.69,32.699999999999996,13,8.479999999999999
13969,4,4,5,3,3,4,11,3,2,9,9,8,6,11,1,7,15.700000000000001,2.5,2.68,31.799999999999997,23,7.390000000000001
13970,3,6,5,4,3,6,7,1,7,10,7,10,3,8,3,8,15.700000000000001,8.75,4.0200000000000005,12.0,11,6.66
13971,3,3,5,2,3,5,7,3,4,10,9,10,6,5,2,7,15.700000000000001,5.0,2.0100000000000002,31.499999999999996,13,5.780000000000001
13972,4,4,5,5,1,7,7,4,4,7,6,8,3,8,4,8,15.700000000000001,5.0,2.68,42.0,24,6.33
13973,3,6,4,4,3,6,9,6,4,7,6,8,5,9,1,7,12.56,5.0,4.0200000000000005,62.99999999999999,14,6.549999999999999
13974,3,4,4,3,2,8,7,7,5,7,6,8,2,8,3,8,12.56,6.25,2.68,72.6,15,5.75
13975,1,3,2,2,1,8,7,3,5,10,5,7,2,8,4,9,6.28,6.25,2.0100000000000002,31.499999999999996,2,4.6
13976,4,7,4,5,4,8,7,7,4,9,5,8,3,8,3,8,12.56,5.0,4.69,73.49999999999999,15,6.829999999999998
13977,5,5,5,7,1,0,0,7,6,0,1,4,0,8,0,8,15.700000000000001,7.5,3.35,72.89999999999999,12,2.3400000000000003
13978,4,10,6,9,6,8,7,8,5,6,4,8,3,8,4,7,18.84,6.25,6.7,84.6,17,8.36
13979,2,1,3,2,1,7,7,7,6,7,6,8,2,8,3,8,9.42,7.5,0.67,71.69999999999999,15,4.620000000000001
13980,5,8,5,6,3,5,7,5,6,11,8,13,2,9,4,8,15.700000000000001,7.5,5.36,53.4,3,8.159999999999998
13981,3,7,5,5,7,8,9,5,1,7,7,8,7,9,2,8,15.700000000000001,1.25,4.69,53.1,23,8.35
13982,4,11,6,8,2,8,15,1,6,7,11,8,0,8,0,8,18.84,7.5,7.37,13.5,20,9.270000000000001
13983,5,8,6,6,5,8,7,6,3,7,6,10,4,8,8,9,18.84,3.75,5.36,63.599999999999994,5,8.98
13984,2,3,3,1,1,8,2,2,1,7,2,8,2,7,2,7,9.42,1.25,2.0100000000000002,21.299999999999997,1,3.109999999999999
13985,6,12,5,6,4,9,8,4,4,12,4,4,4,11,5,7,15.700000000000001,5.0,8.040000000000001,44.4,16,8.670000000000002
13986,5,10,6,8,4,7,7,12,2,7,9,8,9,6,0,8,18.84,2.5,6.7,125.39999999999999,13,8.46
13987,3,3,5,4,1,7,6,3,0,7,0,8,2,7,1,8,15.700000000000001,0.0,2.0100000000000002,31.499999999999996,1,4.07
13988,2,7,3,4,1,6,14,0,6,8,11,8,0,8,0,8,9.42,7.5,4.69,2.1,20,6.790000000000001
13989,1,0,1,0,0,4,6,5,2,7,6,11,2,8,2,10,3.14,2.5,0.0,51.0,11,3.2399999999999998
13990,2,1,2,1,1,8,7,5,9,6,6,8,1,8,6,8,6.28,11.25,0.67,51.3,26,4.82
13991,5,7,5,5,5,4,10,2,3,9,8,8,6,11,2,6,15.700000000000001,3.75,4.69,22.5,23,8.330000000000002
13992,3,9,4,7,4,8,6,5,9,7,6,6,2,7,7,8,12.56,11.25,6.03,53.7,26,7.23
13993,5,10,6,8,2,6,6,7,11,9,5,14,1,9,4,8,18.84,13.75,6.7,74.39999999999999,3,8.29
13994,7,8,7,9,6,8,7,6,3,8,8,11,3,8,6,8,21.98,3.75,5.36,63.599999999999994,17,10.04
13995,4,9,6,7,7,6,8,5,6,7,5,7,3,7,5,9,18.84,7.5,6.03,53.7,18,7.889999999999999
13996,7,15,6,8,4,9,3,3,3,7,3,5,4,7,4,9,18.84,3.75,10.05,35.099999999999994,7,7.929999999999998
13997,3,7,5,5,4,8,7,3,5,10,5,6,3,8,3,8,15.700000000000001,6.25,4.69,32.699999999999996,4,6.529999999999999
13998,2,5,4,4,2,10,6,2,6,12,4,8,1,6,1,7,12.56,7.5,3.35,21.9,10,4.9399999999999995
13999,4,7,6,5,4,5,9,2,8,11,7,9,3,9,5,7,18.84,10.0,4.69,22.5,5,7.889999999999999
14000,4,10,5,8,6,7,6,10,1,7,8,8,7,5,0,8,15.700000000000001,1.25,6.7,105.0,13,7.68
14001,1,3,1,1,0,8,7,1,7,13,6,8,0,8,0,8,3.14,8.75,2.0100000000000002,11.1,9,3.6300000000000012
14002,1,0,2,1,0,7,7,3,10,8,6,8,0,8,6,8,6.28,12.5,0.0,30.599999999999998,26,4.119999999999999
14003,4,7,5,5,3,8,7,12,1,7,9,8,8,6,0,8,15.700000000000001,1.25,4.69,124.49999999999999,13,7.229999999999999
14004,3,10,5,8,4,5,8,7,6,9,8,14,2,9,4,10,15.700000000000001,7.5,6.7,74.39999999999999,3,8.839999999999998
14005,6,11,6,6,3,5,10,4,3,10,8,5,4,11,2,8,18.84,3.75,7.37,44.099999999999994,22,8.540000000000001
14006,3,9,5,6,3,5,4,2,8,6,1,10,0,6,3,7,15.700000000000001,10.0,6.03,23.099999999999998,12,5.0600000000000005
14007,3,6,4,4,1,6,7,7,10,8,6,13,1,9,4,9,12.56,12.5,4.0200000000000005,73.19999999999999,3,6.619999999999999
14008,4,5,5,3,2,4,12,2,3,9,11,7,4,10,1,7,15.700000000000001,3.75,3.35,21.9,22,7.3000000000000025
14009,4,6,5,4,4,8,5,6,5,7,6,7,2,9,7,9,15.700000000000001,6.25,4.0200000000000005,62.99999999999999,16,7.020000000000001
14010,1,0,1,1,0,7,7,2,10,8,6,8,0,8,6,8,3.14,12.5,0.0,20.4,26,3.980000000000001
14011,5,7,7,6,5,7,5,5,5,9,5,9,3,6,5,6,21.98,6.25,4.69,53.1,15,7.27
14012,4,10,6,8,4,7,7,3,8,11,7,9,3,8,5,8,18.84,10.0,6.7,33.599999999999994,5,8.53
14013,4,10,7,7,6,10,5,2,5,10,2,5,3,6,6,8,21.98,6.25,6.7,23.4,1,7.399999999999999
14014,5,10,6,7,3,7,5,8,10,7,5,12,1,9,5,10,18.84,12.5,6.7,84.6,7,8.129999999999997
14015,3,5,5,4,2,7,8,2,4,10,6,6,5,9,0,7,15.700000000000001,5.0,3.35,21.9,14,5.989999999999998
14016,5,10,6,7,2,7,7,5,4,7,6,8,3,8,4,8,18.84,5.0,6.7,54.0,24,7.84
14017,5,9,6,6,1,7,7,5,4,7,6,8,3,8,4,8,18.84,5.0,6.03,53.7,24,7.43
14018,9,13,7,7,4,9,2,4,4,12,5,13,2,7,6,9,21.98,5.0,8.71,44.699999999999996,12,9.29
14019,6,10,8,8,5,6,12,5,3,12,5,2,1,11,3,8,25.12,3.75,6.7,54.0,16,8.669999999999998
14020,1,0,1,0,0,6,7,7,5,7,6,6,2,8,3,8,3.14,6.25,0.0,71.39999999999999,4,3.180000000000001
14021,3,5,5,3,3,6,9,2,9,11,8,8,2,8,4,6,15.700000000000001,11.25,3.35,21.9,5,6.619999999999999
14022,5,5,8,8,4,5,8,5,2,7,8,8,9,9,0,8,25.12,2.5,3.35,52.5,23,8.33
14023,4,10,7,7,1,7,10,2,2,7,13,8,2,11,0,8,21.98,2.5,6.7,23.4,25,9.069999999999999
14024,4,10,6,8,6,7,7,5,4,7,5,8,4,7,9,10,18.84,5.0,6.7,54.0,11,8.89
14025,3,5,4,4,3,8,7,7,4,9,5,8,2,8,2,8,12.56,5.0,3.35,72.89999999999999,15,5.860000000000001
14026,4,10,4,7,2,7,7,15,1,7,6,8,3,8,0,8,12.56,1.25,6.7,156.0,8,6.799999999999999
14027,3,7,5,5,6,8,6,3,4,6,6,8,6,8,6,8,15.700000000000001,5.0,4.69,32.699999999999996,11,7.859999999999999
14028,4,10,5,8,3,5,9,10,5,7,5,8,3,8,6,10,15.700000000000001,6.25,6.7,105.0,18,7.989999999999998
14029,5,11,8,8,7,10,6,3,6,11,4,7,4,8,4,9,25.12,7.5,7.37,33.9,4,9.04
14030,6,10,9,8,6,9,5,6,5,8,6,7,3,7,4,6,28.26,6.25,6.7,64.19999999999999,10,8.749999999999998
14031,6,12,4,6,2,7,8,7,6,11,7,7,2,9,5,8,12.56,7.5,8.040000000000001,74.99999999999999,3,8.219999999999999
14032,5,10,7,8,7,9,7,3,5,9,5,6,2,8,5,9,21.98,6.25,6.7,33.599999999999994,2,8.7
14033,6,11,7,8,6,6,6,6,5,5,6,10,2,9,4,8,21.98,6.25,7.37,64.5,7,8.95
14034,2,1,3,2,2,8,7,5,6,7,6,5,2,8,6,9,9.42,7.5,0.67,51.3,2,4.940000000000001
14035,5,7,5,5,2,4,8,6,7,9,10,9,3,9,2,5,15.700000000000001,8.75,4.69,63.3,21,7.3199999999999985
14036,3,4,5,3,2,6,9,3,4,10,7,7,5,8,1,8,15.700000000000001,5.0,2.68,31.799999999999997,14,5.98
14037,4,5,6,3,3,7,7,1,9,10,6,8,2,8,3,7,18.84,11.25,3.35,11.7,24,6.289999999999999
14038,5,5,5,7,4,8,7,12,2,7,9,8,8,6,0,8,15.700000000000001,2.5,3.35,123.89999999999999,13,7.5600000000000005
14039,1,1,1,1,1,4,8,5,7,7,6,12,0,8,6,10,3.14,8.75,0.67,51.3,5,4.49
14040,3,9,6,7,4,13,3,3,3,11,1,9,2,6,2,9,18.84,3.75,6.03,33.3,1,6.540000000000001
14041,5,10,6,8,4,9,6,5,8,11,2,8,2,7,5,11,18.84,10.0,6.7,54.0,19,7.649999999999999
14042,3,6,5,4,2,10,6,1,7,14,3,7,0,8,0,8,15.700000000000001,8.75,4.0200000000000005,12.0,10,5.17
14043,2,5,4,4,3,8,7,3,5,10,5,6,2,8,4,9,12.56,6.25,3.35,32.099999999999994,2,5.719999999999999
14044,6,8,8,6,7,9,8,3,7,9,3,8,4,5,4,11,25.12,8.75,5.36,33.0,18,8.14
14045,4,5,5,7,6,9,7,4,3,6,7,8,6,11,5,4,15.700000000000001,3.75,3.35,42.3,16,8.930000000000001
14046,2,6,4,4,1,8,8,4,2,6,13,8,3,10,0,8,12.56,2.5,4.0200000000000005,42.599999999999994,22,7.120000000000001
14047,6,11,8,9,9,7,9,6,3,6,6,9,6,7,8,7,25.12,3.75,7.37,64.5,7,10.879999999999999
14048,2,3,4,4,2,7,10,1,7,7,11,8,1,11,2,8,12.56,8.75,2.0100000000000002,11.1,25,6.98
14049,4,2,5,3,3,5,7,4,8,7,6,11,3,8,5,9,15.700000000000001,10.0,1.34,41.4,11,6.279999999999999
14050,4,9,6,7,6,9,8,4,4,8,5,6,4,8,6,4,18.84,5.0,6.03,43.5,10,8.55
14051,5,8,7,6,4,3,11,3,3,9,10,10,7,11,1,8,21.98,3.75,5.36,33.0,23,9.32
14052,4,4,5,6,3,7,6,5,9,5,6,8,0,9,9,8,15.700000000000001,11.25,2.68,52.2,19,7.140000000000001
14053,2,1,2,2,2,8,7,5,8,6,6,7,1,8,6,8,6.28,10.0,0.67,51.3,26,4.960000000000001
14054,2,11,2,8,3,7,7,0,7,7,6,8,0,8,3,8,6.28,8.75,7.37,3.3,9,6.699999999999999
14055,5,11,7,8,10,8,7,4,3,6,6,7,7,8,9,8,21.98,3.75,7.37,44.099999999999994,8,10.549999999999999
14056,7,11,8,8,5,3,9,2,7,9,11,7,2,11,3,5,25.12,8.75,7.37,23.7,25,9.69
14057,7,9,7,7,4,3,12,2,3,9,11,8,4,12,1,7,21.98,3.75,6.03,23.099999999999998,22,9.78
14058,2,4,3,5,2,8,8,6,2,7,8,10,2,9,5,9,9.42,2.5,2.68,62.4,17,6.98
14059,4,9,6,6,2,9,5,3,1,8,1,8,2,7,2,8,18.84,1.25,6.03,33.3,1,6.030000000000001
14060,3,3,3,4,1,3,7,8,3,7,6,11,4,8,2,11,9.42,3.75,2.0100000000000002,82.5,11,5.209999999999999
14061,4,10,6,7,4,7,7,7,6,5,7,8,2,7,4,8,18.84,7.5,6.7,74.39999999999999,7,7.789999999999999
14062,4,4,5,6,3,5,13,8,4,8,3,9,3,7,7,11,15.700000000000001,5.0,2.68,82.8,18,7.4
14063,5,10,7,8,4,4,9,2,8,10,12,9,3,9,4,5,21.98,10.0,6.7,23.4,24,9.469999999999997
14064,6,10,8,7,4,6,11,2,6,14,6,3,1,10,2,7,25.12,7.5,6.7,23.4,6,8.18
14065,4,3,5,5,4,6,7,9,7,7,6,7,2,8,9,9,15.700000000000001,8.75,2.0100000000000002,92.7,2,6.92
14066,3,4,4,6,2,9,9,6,10,5,5,5,0,7,9,7,12.56,12.5,2.68,62.4,19,6.609999999999999
14067,3,5,5,4,3,5,7,1,7,10,8,11,3,8,3,8,15.700000000000001,8.75,3.35,11.7,11,6.66
14068,5,10,6,8,4,9,5,3,10,11,3,10,1,8,6,10,18.84,12.5,6.7,33.599999999999994,26,8.119999999999997
14069,2,1,3,2,2,7,7,7,5,7,6,8,2,8,3,8,9.42,6.25,0.67,71.69999999999999,15,4.750000000000002
14070,5,11,6,8,5,6,8,6,11,7,7,10,1,9,8,7,18.84,13.75,7.37,64.5,26,9.489999999999998
14071,4,9,6,7,6,6,7,3,4,7,6,8,6,10,7,5,18.84,5.0,6.03,33.3,18,9.080000000000002
14072,3,5,6,3,2,8,2,2,2,6,1,8,2,6,2,7,18.84,2.5,3.35,21.9,1,4.050000000000001
14073,5,9,7,7,5,8,4,1,8,9,2,10,1,6,3,9,21.98,10.0,6.03,12.899999999999999,12,6.8199999999999985
14074,3,5,6,4,2,7,1,2,2,6,2,7,4,6,4,7,18.84,2.5,3.35,21.9,1,4.42
14075,4,6,6,6,5,6,7,2,4,6,4,9,4,5,8,8,18.84,5.0,4.0200000000000005,22.2,11,7.26
14076,2,0,2,1,1,8,7,6,3,6,6,9,2,8,3,8,6.28,3.75,0.0,61.199999999999996,17,4.5
14077,5,2,6,4,4,8,6,6,4,7,7,8,8,6,2,7,18.84,5.0,1.34,61.8,13,6.6899999999999995
14078,6,10,7,8,5,3,7,4,7,10,8,15,4,9,5,6,21.98,8.75,6.7,43.8,3,9.77
14079,4,10,6,7,6,7,7,2,6,7,6,7,4,7,6,7,18.84,7.5,6.7,23.4,24,8.3
14080,5,8,5,6,2,4,11,3,8,12,11,4,1,10,2,4,15.700000000000001,10.0,5.36,33.0,25,7.5
14081,3,3,4,4,1,10,13,3,3,3,11,9,0,10,0,8,12.56,3.75,2.0100000000000002,31.499999999999996,25,7.539999999999999
14082,2,3,3,5,2,6,9,9,4,7,5,7,2,8,5,10,9.42,5.0,2.0100000000000002,92.7,18,5.65
14083,3,7,4,5,3,6,7,8,6,7,6,7,2,8,9,10,12.56,7.5,4.69,83.69999999999999,2,7.01
14084,4,6,5,4,5,7,9,5,4,6,6,9,4,7,7,7,15.700000000000001,5.0,4.0200000000000005,52.8,5,7.83
14085,5,9,5,7,3,4,11,2,4,9,11,7,3,10,1,8,15.700000000000001,5.0,6.03,23.099999999999998,22,8.42
14086,4,8,5,6,5,8,4,7,4,6,6,11,2,8,3,9,15.700000000000001,5.0,5.36,73.8,17,7.319999999999997
14087,4,7,4,5,3,7,7,5,11,7,6,9,1,8,8,8,12.56,13.75,4.69,53.1,26,7.34
14088,6,11,10,8,10,6,10,1,5,10,7,5,6,10,5,2,31.400000000000002,6.25,7.37,13.5,6,10.829999999999998
14089,6,11,7,6,4,11,7,2,6,10,3,6,5,10,3,10,21.98,7.5,7.37,23.7,11,8.739999999999998
14090,7,11,7,6,4,10,1,4,2,11,6,14,4,5,5,11,21.98,2.5,7.37,44.099999999999994,1,8.57
14091,2,6,2,4,1,0,1,5,6,0,0,6,0,8,0,8,6.28,7.5,4.0200000000000005,52.8,12,1.4200000000000004
14092,3,2,4,3,4,7,7,5,5,7,6,6,2,8,6,9,12.56,6.25,1.34,51.6,2,5.76
14093,3,11,4,8,5,7,7,2,5,11,5,9,4,7,2,6,12.56,6.25,7.37,23.7,10,7.540000000000001
14094,4,5,5,3,4,8,6,6,4,7,7,8,8,5,2,7,15.700000000000001,5.0,3.35,62.699999999999996,13,6.450000000000001
14095,2,4,3,3,2,9,6,3,5,10,4,6,3,7,2,8,9.42,6.25,2.68,31.799999999999997,4,4.649999999999999
14096,5,6,7,4,6,5,9,3,4,8,7,9,6,8,4,4,21.98,5.0,4.0200000000000005,32.4,14,8.2
14097,7,9,9,8,10,7,8,5,6,8,6,8,7,7,8,8,28.26,7.5,6.03,53.7,22,10.709999999999999
14098,4,10,6,8,6,8,6,7,4,5,7,11,6,7,8,8,18.84,5.0,6.7,74.39999999999999,17,9.690000000000001
14099,2,4,3,3,2,6,7,5,5,9,7,10,2,8,4,9,9.42,6.25,2.68,52.2,7,5.709999999999999
14100,5,8,8,6,6,11,5,2,6,10,3,7,5,7,6,12,25.12,7.5,5.36,22.799999999999997,2,8.299999999999999
14101,2,3,3,2,2,9,6,4,6,10,5,6,2,8,2,8,9.42,7.5,2.0100000000000002,41.699999999999996,4,4.58
14102,4,5,5,4,5,7,7,5,4,6,5,7,6,9,6,11,15.700000000000001,5.0,3.35,52.5,22,7.380000000000001
14103,3,9,5,7,3,8,9,4,1,6,12,8,2,10,0,8,15.700000000000001,1.25,6.03,43.5,22,8.419999999999998
14104,4,11,7,8,3,7,4,3,2,7,1,8,3,6,3,8,21.98,2.5,7.37,33.9,1,6.459999999999999
14105,4,8,6,6,8,10,9,5,2,6,7,7,8,9,4,5,18.84,2.5,5.36,53.4,23,9.66
14106,10,10,10,8,7,6,10,5,3,8,6,6,10,12,4,4,31.400000000000002,3.75,6.7,54.0,23,11.629999999999999
14107,8,9,9,7,6,4,7,5,8,9,7,9,6,8,4,3,28.26,10.0,6.03,53.7,21,9.3
14108,1,0,2,0,0,7,7,11,0,5,6,8,4,8,0,8,6.28,0.0,0.0,112.19999999999999,14,3.5499999999999994
14109,3,4,6,3,2,7,7,1,9,10,6,8,2,8,3,7,18.84,11.25,2.68,11.399999999999999,24,5.869999999999999
14110,1,0,1,0,0,6,7,6,5,7,6,6,2,8,2,8,3.14,6.25,0.0,61.199999999999996,4,3.0300000000000007
14111,2,11,3,8,3,10,7,1,6,11,3,7,1,6,2,6,9.42,7.5,7.37,13.5,10,6.340000000000002
14112,3,2,4,3,2,6,8,8,7,8,7,12,2,9,4,10,12.56,8.75,1.34,82.19999999999999,3,6.379999999999999
14113,4,9,3,4,2,6,7,6,3,9,6,8,4,10,4,7,9.42,3.75,6.03,63.9,15,6.999999999999998
14114,2,1,2,1,1,6,7,6,10,7,6,14,0,8,4,9,6.28,12.5,0.67,61.49999999999999,3,4.92
14115,2,3,2,2,1,7,7,5,7,7,5,8,2,8,5,10,6.28,8.75,2.0100000000000002,51.9,5,4.890000000000001
14116,4,9,5,7,5,8,7,5,9,7,5,7,1,7,7,8,15.700000000000001,11.25,6.03,53.7,26,7.700000000000001
14117,2,4,3,3,2,9,6,3,5,10,4,6,2,8,2,8,9.42,6.25,2.68,31.799999999999997,4,4.709999999999999
14118,3,7,5,5,3,9,8,6,6,8,5,8,3,7,6,10,15.700000000000001,7.5,4.69,63.3,18,7.279999999999999
14119,2,4,3,3,2,7,7,5,7,7,6,9,2,8,5,10,9.42,8.75,2.68,52.2,5,5.729999999999999
14120,9,12,7,7,3,6,10,6,4,13,6,4,4,10,4,8,21.98,5.0,8.040000000000001,64.8,16,9.28
14121,5,8,8,6,8,8,6,4,4,7,6,7,7,11,7,4,25.12,5.0,5.36,43.199999999999996,14,9.810000000000002
14122,7,11,6,6,3,11,2,3,1,9,4,11,4,4,4,9,18.84,1.25,7.37,33.9,1,7.58
14123,6,9,7,7,4,4,8,6,8,10,10,9,3,9,2,5,21.98,10.0,6.03,63.9,21,8.579999999999998
14124,4,10,5,7,3,9,7,2,6,14,4,8,0,7,1,7,15.700000000000001,7.5,6.7,23.4,10,6.699999999999999
14125,4,8,6,6,4,9,5,2,7,10,3,9,4,7,5,11,18.84,8.75,5.36,22.799999999999997,11,7.290000000000001
14126,3,8,4,6,2,3,7,8,3,7,6,11,4,8,3,11,12.56,3.75,5.36,84.0,11,6.579999999999998
14127,7,9,8,6,4,4,8,6,8,10,10,9,3,9,2,5,25.12,10.0,6.03,63.9,21,8.729999999999999
14128,4,10,5,8,6,7,7,6,6,6,5,5,3,8,3,7,15.700000000000001,7.5,6.7,64.19999999999999,4,7.489999999999998
14129,5,10,6,8,2,6,7,7,11,7,6,14,1,8,4,9,18.84,13.75,6.7,74.39999999999999,3,8.43
14130,7,9,9,8,8,8,4,4,5,10,4,10,5,7,7,6,28.26,6.25,6.03,43.5,15,9.52
14131,3,7,5,5,3,12,3,2,2,9,2,9,2,5,2,8,15.700000000000001,2.5,4.69,22.5,1,5.520000000000001
14132,6,11,8,9,6,6,7,8,7,8,9,7,3,9,6,10,25.12,8.75,7.37,84.89999999999999,20,9.86
14133,2,4,3,2,1,6,8,7,8,8,8,13,1,9,4,10,9.42,10.0,2.68,72.6,3,6.23
14134,3,3,3,4,1,1,11,5,7,11,11,9,0,8,2,6,9.42,8.75,2.0100000000000002,51.9,6,5.5600000000000005
14135,2,7,4,5,2,6,11,2,8,8,11,8,1,10,1,7,12.56,10.0,4.69,22.5,20,7.3299999999999965
14136,2,4,4,3,2,8,7,2,9,12,6,7,1,8,5,8,12.56,11.25,2.68,21.599999999999998,26,5.630000000000001
14137,5,9,5,7,3,3,8,5,8,11,10,13,1,9,3,7,15.700000000000001,10.0,6.03,53.7,3,8.319999999999997
14138,8,11,8,8,4,4,12,2,8,13,10,5,0,10,2,4,25.12,10.0,7.37,23.7,20,9.39
14139,3,8,4,6,3,11,3,2,2,9,1,8,2,6,3,8,12.56,2.5,5.36,22.799999999999997,1,5.539999999999999
14140,5,10,5,7,7,6,7,8,5,7,6,7,2,8,7,10,15.700000000000001,6.25,6.7,84.6,2,8.38
14141,4,5,5,6,4,8,9,4,4,7,6,8,3,7,7,7,15.700000000000001,5.0,3.35,42.3,10,7.770000000000001
14142,7,10,5,5,2,6,11,5,4,11,9,4,4,11,3,10,15.700000000000001,5.0,6.7,54.0,22,8.64
14143,6,7,5,11,4,9,6,4,3,11,6,8,3,9,11,7,15.700000000000001,3.75,4.69,42.9,26,9.709999999999997
14144,2,7,3,5,1,5,7,7,9,7,6,14,1,8,4,9,9.42,11.25,4.69,73.49999999999999,3,6.399999999999999
14145,3,4,5,3,2,10,7,2,8,10,3,7,2,7,3,9,15.700000000000001,10.0,2.68,21.599999999999998,24,5.4399999999999995
14146,4,8,5,6,4,10,5,2,6,11,4,7,3,7,3,9,15.700000000000001,7.5,5.36,22.799999999999997,4,6.759999999999998
14147,4,7,5,5,4,9,9,6,4,7,5,8,3,9,10,7,15.700000000000001,5.0,4.69,63.3,26,8.699999999999998
14148,5,10,7,8,4,8,9,8,7,5,9,9,3,7,6,10,21.98,8.75,6.7,84.6,17,9.6
